species,nombre_normalizado,habito_raw,forma,estatus,es_sinonimo,aceptado,forma_inconsistente
Chamitis tricuspidata,chamitis tricuspidata,Subarbusto,lenosa,nativa,True,Azorella trifurcata,False
Mulinum ulicinum,mulinum ulicinum,Subarbusto,lenosa,nativa,True,Azorella ulicina,False
Azorella bovei,azorella bovei,Subarbusto,lenosa,nativa,True,Bolax caespitosa,False
Azorella gummifera,azorella gummifera,Subarbusto,lenosa,nativa,True,Bolax caespitosa,False
Bolax bovei,bolax bovei,Subarbusto,lenosa,nativa,True,Bolax caespitosa,False
Hydrocotyle gummifera,hydrocotyle gummifera,Subarbusto,lenosa,nativa,True,Bolax gummifera,False
Bolax columnifer,bolax columnifer,Subarbusto,lenosa,nativa,True,Bolax gummifera,False
Bolax glebaria,bolax glebaria,Subarbusto,lenosa,nativa,True,Bolax gummifera,False
Azorella glebaria,azorella glebaria,Subarbusto,lenosa,nativa,True,Bolax gummifera,False
Bolax complicatus,bolax complicatus,Subarbusto,lenosa,nativa,True,Bolax gummifera,False
Bowlesia geraniifolia,bowlesia geraniifolia,Hierba,herbacea,nativa,True,Bowlesia incana,False
Bowlesia nodiflora,bowlesia nodiflora,Hierba,herbacea,nativa,True,Bowlesia incana,False
Bowlesia rotundifolia,bowlesia rotundifolia,Hierba,herbacea,nativa,True,Bowlesia incana,False
Bowlesia tenera,bowlesia tenera,Hierba,herbacea,nativa,True,Bowlesia incana,False
Bowlesia acutiloba,bowlesia acutiloba,Hierba,herbacea,nativa,True,Bowlesia lobata,False
Bowlesia acutangula,bowlesia acutangula,Hierba,herbacea,nativa,True,Bowlesia lobata,False
Drusa acutangula,drusa acutangula,Hierba,herbacea,nativa,True,Bowlesia lobata,False
Bowlesia cirrosa,bowlesia cirrosa,Hierba,herbacea,nativa,True,Bowlesia tropaeolifolia,False
Bowlesia pulchella,bowlesia pulchella,Hierba,herbacea,nativa,True,Bowlesia tropaeolifolia,False
Bowlesia flexilis,bowlesia flexilis,Hierba,herbacea,nativa,True,Bowlesia tropaeolifolia,False
Bowlesia tripartita,bowlesia tripartita,Hierba,herbacea,endemica,True,Bowlesia uncinata,False
Bowlesia reichei,bowlesia reichei,Hierba,herbacea,endemica,True,Bowlesia uncinata,False
Bowlesia axilliflora,bowlesia axilliflora,Hierba,herbacea,endemica,True,Bowlesia uncinata,False
Bowlesia dumetorum,bowlesia dumetorum,Hierba,herbacea,endemica,True,Bowlesia uncinata,False
Bowlesia macrosperma,bowlesia macrosperma,Hierba,herbacea,endemica,True,Bowlesia uncinata,False
Hydrocotyle asiatica,hydrocotyle asiatica,Hierba,herbacea,nativa,True,Centella asiatica,False
Hydrocotyle triflora,hydrocotyle triflora,Hierba,herbacea,nativa,True,Centella asiatica,False
Centella triflora,centella triflora,Hierba,herbacea,nativa,True,Centella asiatica,False
Helosciadium laciniatum,helosciadium laciniatum,Hierba,herbacea,nativa,True,Cyclospermum laciniatum,False
Helosciadium gracile,helosciadium gracile,Hierba,herbacea,nativa,True,Cyclospermum laciniatum,False
Apium laciniatum,apium laciniatum,Hierba,herbacea,nativa,True,Cyclospermum laciniatum,False
Helosciadium deserticolum,helosciadium deserticolum,Hierba,herbacea,nativa,True,Cyclospermum laciniatum,False
Helosciadium biternatum,helosciadium biternatum,Hierba,herbacea,nativa,True,Cyclospermum laciniatum,False
Apium biternatum,apium biternatum,Hierba,herbacea,nativa,True,Cyclospermum laciniatum,False
Apium leptophyllum,apium leptophyllum,Hierba,herbacea,introducida,True,Cyclospermum leptophyllum,False
Pimpinella leptophylla,pimpinella leptophylla,Hierba,herbacea,introducida,True,Cyclospermum leptophyllum,False
Helosciadium leptophyllum,helosciadium leptophyllum,Hierba,herbacea,introducida,True,Cyclospermum leptophyllum,False
Apium ammi,apium ammi,Hierba,herbacea,introducida,True,Cyclospermum leptophyllum,False
Apium ranunculifolium,apium ranunculifolium,Hierba,herbacea,introducida,True,Cyclospermum leptophyllum,False
Helosciadium ranunculifolium,helosciadium ranunculifolium,Hierba,herbacea,introducida,True,Cyclospermum leptophyllum,False
Daucus toriloides,daucus toriloides,Hierba,herbacea,introducida,True,Daucus montanus,False
Daucus australis,daucus australis,Hierba,herbacea,introducida,True,Daucus montanus,False
Daucus scaber,daucus scaber,Hierba,herbacea,introducida,True,Daucus pusillus,False
Daucus montevidensis,daucus montevidensis,Hierba,herbacea,introducida,True,Daucus pusillus,False
Daucus hispidifolius,daucus hispidifolius,Hierba,herbacea,introducida,True,Daucus pusillus,False
Eremocharis flexuosa,eremocharis flexuosa,Arbusto,lenosa,endemica,True,Eremocharis fruticosa,False
Dipterygia philippiana,dipterygia philippiana,Arbusto,lenosa,endemica,True,Eremocharis fruticosa,False
Eryngium arvense,eryngium arvense,Hierba,herbacea,endemica,True,Eryngium depressum,False
Eryngium pratense,eryngium pratense,Hierba,herbacea,endemica,True,Eryngium humifusum,False
Eryngium fistulosum,eryngium fistulosum,Hierba,herbacea,nativa,True,Eryngium pseudojunceum,False
Eryngium crantzioides,eryngium crantzioides,Hierba,herbacea,nativa,True,Eryngium pseudojunceum,False
Dipterygia flexuosa,dipterygia flexuosa,Arbusto,lenosa,endemica,True,Gymnophyton flexuosum,False
Asteriscium flexuosum,asteriscium flexuosum,Arbusto,lenosa,endemica,True,Gymnophyton flexuosum,False
Gymnophyton kingii,gymnophyton kingii,Arbusto,lenosa,endemica,True,Gymnophyton flexuosum,False
Dipterygia kingii,dipterygia kingii,Arbusto,lenosa,endemica,True,Gymnophyton flexuosum,False
Gymnophyton robustum,gymnophyton robustum,Arbusto,lenosa,endemica,True,Gymnophyton flexuosum,False
Dipterygia foliosa,dipterygia foliosa,Arbusto,lenosa,endemica,True,Gymnophyton foliosum,False
Mulinum isatidicarpum,mulinum isatidicarpum,Arbusto,lenosa,endemica,True,Gymnophyton isatidicarpum,False
Dipterygia isatidicarpa,dipterygia isatidicarpa,Arbusto,lenosa,endemica,True,Gymnophyton isatidicarpum,False
Asteriscium isatidicarpum,asteriscium isatidicarpum,Arbusto,lenosa,endemica,True,Gymnophyton isatidicarpum,False
Gymnophyton spinescens,gymnophyton spinescens,Arbusto,lenosa,endemica,True,Gymnophyton isatidicarpum,False
Dipterygia spinescens,dipterygia spinescens,Arbusto,lenosa,endemica,True,Gymnophyton isatidicarpum,False
Asteriscium spinescens,asteriscium spinescens,Arbusto,lenosa,endemica,True,Gymnophyton isatidicarpum,False
Dipterygia spinosissima,dipterygia spinosissima,Arbusto,lenosa,endemica,True,Gymnophyton spinosissimum,False
Asteriscium spinosissimum,asteriscium spinosissimum,Arbusto,lenosa,endemica,True,Gymnophyton spinosissimum,False
Bowlesia elegans,bowlesia elegans,Hierba,herbacea,endemica,True,Homalocarpus bowlesioides,False
Bowlesia elata,bowlesia elata,Hierba,herbacea,endemica,True,Homalocarpus bowlesioides,False
Bowlesia cana,bowlesia cana,Hierba,herbacea,endemica,True,Homalocarpus bowlesioides,False
Bowlesia dichotoma,bowlesia dichotoma,Hierba,herbacea,endemica,True,Homalocarpus dichotomus,False
Bowlesia multiradiata,bowlesia multiradiata,Hierba,herbacea,endemica,True,Homalocarpus dichotomus,False
Hydrocotyle araucana,hydrocotyle araucana,Hierba,herbacea,nativa,True,Hydrocotyle chamaemorus,False
Hydrocotyle carrerae,hydrocotyle carrerae,Hierba,herbacea,nativa,True,Hydrocotyle chamaemorus,False
Hydrocotyle rahmeri,hydrocotyle rahmeri,Hierba,herbacea,nativa,True,Hydrocotyle chamaemorus,False
Hydrocotyle valdiviana,hydrocotyle valdiviana,Hierba,herbacea,nativa,True,Hydrocotyle chamaemorus,False
Hydrocotyle skottsbergii,hydrocotyle skottsbergii,Hierba,herbacea,nativa,True,Hydrocotyle chamaemorus,False
Bowlesia digitata,bowlesia digitata,Hierba,herbacea,endemica,True,Homalocarpus digitatus,False
Bowlesia integerrima,bowlesia integerrima,Hierba,herbacea,endemica,True,Homalocarpus integerrimus,False
Bowlesia nigripetala,bowlesia nigripetala,Hierba,herbacea,endemica,True,Homalocarpus nigripetalus,False
Hydrocotyle multiflora,hydrocotyle multiflora,Hierba,herbacea,nativa,True,Hydrocotyle bonariensis,False
Hydrocotyle lechleri,hydrocotyle lechleri,Hierba,herbacea,endemica,True,Hydrocotyle poeppigii,False
Hydrocotyle uliginosa,hydrocotyle uliginosa,Hierba,herbacea,endemica,True,Hydrocotyle poeppigii,False
Hydrocotyle batrachoides,hydrocotyle batrachoides,Hierba,herbacea,nativa,True,Hydrocotyle ranunculoides,False
Hydrocotyle volckmanni,hydrocotyle volckmanni,Hierba,herbacea,nativa,True,Hydrocotyle verticillata,False
Crantzia macloviana,crantzia macloviana,Hierba,herbacea,nativa,True,Lilaeopsis macloviana,False
Lilaeopsis andina,lilaeopsis andina,Hierba,herbacea,nativa,True,Lilaeopsis macloviana,False
Lilaeopsis sinuata,lilaeopsis sinuata,Hierba,herbacea,nativa,True,Lilaeopsis macloviana,False
Crantzia lineata,crantzia lineata,Hierba,herbacea,nativa,True,Lilaeopsis macloviana,False
Lilaeopsis lineata,lilaeopsis lineata,Hierba,herbacea,nativa,True,Lilaeopsis macloviana,False
Osmorhiza obtusa,osmorhiza obtusa,Hierba,herbacea,nativa,True,Osmorhiza depauperata,False
Washingtonia obtusa,washingtonia obtusa,Hierba,herbacea,nativa,True,Osmorhiza depauperata,False
Myrrhis renjifoana,myrrhis renjifoana,Hierba,herbacea,nativa,True,Osmorhiza glabrata,False
Uraspermum glabratum,uraspermum glabratum,Hierba,herbacea,nativa,True,Osmorhiza glabrata,False
Elleimataenia renjifoana,elleimataenia renjifoana,Hierba,herbacea,nativa,True,Osmorhiza glabrata,False
Azorella daucoides,azorella daucoides,Hierba,herbacea,nativa,True,Oreomyrrhis hookeri,False
Oreomyrrhis daucoides,oreomyrrhis daucoides,Hierba,herbacea,nativa,True,Oreomyrrhis hookeri,False
Osmorhiza berteroi,osmorhiza berteroi,Hierba,herbacea,nativa,True,Osmorhiza chilensis,False
Schudia chilensis,schudia chilensis,Hierba,herbacea,nativa,True,Osmorhiza chilensis,False
Azorella volcanica,azorella volcanica,Hierba,herbacea,nativa,True,Pozoa volcanica,False
Sanicula liberta,sanicula liberta,Hierba,herbacea,nativa,True,Sanicula crassicaulis,False
Sanicula macrorhiza,sanicula macrorhiza,Hierba,herbacea,nativa,True,Sanicula graveolens,False
Cynoctonum biflorum,cynoctonum biflorum,Hierba,herbacea,nativa,True,Diplolepis biflora,False
Cynanchum nummulariifolium,cynanchum nummulariifolium,Hierba,herbacea,nativa,True,Diplolepis biflora,True
Vincetoxicum biflorum,vincetoxicum biflorum,Hierba,herbacea,nativa,True,Diplolepis biflora,False
Cynanchum boerhaviifolium,cynanchum boerhaviifolium,Subarbusto trepador,lenosa,endemica,True,Diplolepis boerhaviifolia,False
Cynoctonum boerhaviifolium,cynoctonum boerhaviifolium,Subarbusto trepador,lenosa,endemica,True,Diplolepis boerhaviifolia,False
Oxypetalum parvifolium,oxypetalum parvifolium,Subarbusto trepador,lenosa,endemica,True,Diplolepis boerhaviifolia,False
Schizostemma kingii,schizostemma kingii,Subarbusto trepador,lenosa,endemica,True,Diplolepis boerhaviifolia,False
Vincetoxicon biflorum,vincetoxicon biflorum,Subarbusto trepador,lenosa,endemica,True,Diplolepis boerhaviifolia,False
Astephanus geminiflorus,astephanus geminiflorus,Arbusto trepador,lenosa,endemica,True,Diplolepis geminiflora,False
Astephanus hieronymi,astephanus hieronymi,Arbusto,lenosa,nativa,True,Diplolepis hieronymi,False
Cynanchum fallax,cynanchum fallax,Arbusto,lenosa,nativa,True,Diplolepis hieronymi,False
Cynanchum hieronymi,cynanchum hieronymi,Arbusto,lenosa,nativa,True,Diplolepis hieronymi,False
Astephanus fallax,astephanus fallax,Arbusto,lenosa,nativa,True,Diplolepis hieronymi,False
Grisebachiella hieronymi,grisebachiella hieronymi,Arbusto,lenosa,nativa,True,Diplolepis hieronymi,False
Cynanchum chilense,cynanchum chilense,Hierba trepadora,herbacea,nativa,True,Diplolepis mucronata,False
Holostemma chilense,holostemma chilense,Hierba trepadora,herbacea,nativa,True,Diplolepis mucronata,False
Cynoctonum mucronatum,cynoctonum mucronatum,Hierba trepadora,herbacea,nativa,True,Diplolepis mucronata,False
Cynanchum mucronatum,cynanchum mucronatum,Hierba trepadora,herbacea,nativa,True,Diplolepis mucronata,False
Vincetoxicum mucronatum,vincetoxicum mucronatum,Hierba trepadora,herbacea,nativa,True,Diplolepis mucronata,False
Cynanchum myrtifolium,cynanchum myrtifolium,Subarbusto trepador,lenosa,endemica,True,Diplolepis myrtifolia,False
Cynoctonum myrtifolium,cynoctonum myrtifolium,Subarbusto trepador,lenosa,endemica,True,Diplolepis myrtifolia,False
Cynoctonum nemorosum,cynoctonum nemorosum,Subarbusto trepador,lenosa,endemica,True,Diplolepis myrtifolia,False
Vincetoxicum nemorosum,vincetoxicum nemorosum,Subarbusto trepador,lenosa,endemica,True,Diplolepis myrtifolia,False
Cynanchum patagonicum,cynanchum patagonicum,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Cynoctonum nummulariifolium,cynoctonum nummulariifolium,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Cynoctonum undulatum,cynoctonum undulatum,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Cynanchum nanum,cynanchum nanum,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Cynoctonum patagonicum,cynoctonum patagonicum,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Vincetoxicum patagonicum,vincetoxicum patagonicum,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Cynanchum undulatum,cynanchum undulatum,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Vincetoxicum nummularifolium,vincetoxicum nummularifolium,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Vincetoxicum undulatum,vincetoxicum undulatum,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Cynanchum andinum,cynanchum andinum,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Cynanchum nanissimum,cynanchum nanissimum,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Cynanchum nanellum,cynanchum nanellum,Arbusto o subarbusto,lenosa,nativa,True,Diplolepis nummulariifolia,False
Cynanchum acutifolium,cynanchum acutifolium,Hierba trepadora,herbacea,nativa,True,Diplolepis pachyphylla,False
Cynanchum pachyphyllum,cynanchum pachyphyllum,Hierba trepadora,herbacea,nativa,True,Diplolepis pachyphylla,False
Cynoctonum acutifolium,cynoctonum acutifolium,Hierba trepadora,herbacea,nativa,True,Diplolepis pachyphylla,False
Cynoctonum pachyphyllum,cynoctonum pachyphyllum,Hierba trepadora,herbacea,nativa,True,Diplolepis pachyphylla,False
Cynoctonum chiloense,cynoctonum chiloense,Hierba trepadora,herbacea,nativa,True,Diplolepis pachyphylla,False
Cynanchum lancifolium,cynanchum lancifolium,Hierba trepadora,herbacea,nativa,True,Diplolepis pachyphylla,False
Vincetoxicum chiloense,vincetoxicum chiloense,Hierba trepadora,herbacea,nativa,True,Diplolepis pachyphylla,False
Vincetoxicum pachyphyllum,vincetoxicum pachyphyllum,Hierba trepadora,herbacea,nativa,True,Diplolepis pachyphylla,False
Cynanchum chiloense,cynanchum chiloense,Hierba trepadora,herbacea,nativa,True,Diplolepis pachyphylla,False
Cynanchum deserticola,cynanchum deserticola,Arbusto,lenosa,endemica,True,Diplolepis viridis,False
Cynoctonum viride,cynoctonum viride,Arbusto,lenosa,endemica,True,Diplolepis viridis,False
Cynanchum viride,cynanchum viride,Arbusto,lenosa,endemica,True,Diplolepis viridis,False
Cynanchum atacamense,cynanchum atacamense,Arbusto,lenosa,endemica,True,Diplolepis viridis,False
Echites chilensis,echites chilensis,Arbusto trepador,lenosa,nativa,True,Elytropus chilensis,False
Echites ptarmicus,echites ptarmicus,Arbusto trepador,lenosa,nativa,True,Elytropus chilensis,False
Echites heterophyllus,echites heterophyllus,Arbusto trepador,lenosa,nativa,True,Elytropus chilensis,False
Elytropus ptarmica,elytropus ptarmica,Arbusto trepador,lenosa,nativa,True,Elytropus chilensis,False
Vinca sternutetoria,vinca sternutetoria,Arbusto trepador,lenosa,nativa,True,Elytropus chilensis,False
Elytropus heterophyllus,elytropus heterophyllus,Arbusto trepador,lenosa,nativa,True,Elytropus chilensis,False
Elytropus pubescens,elytropus pubescens,Arbusto trepador,lenosa,nativa,True,Elytropus chilensis,False
Brachylepis candolleana,brachylepis candolleana,Subarbusto trepador,lenosa,nativa,True,Philibertia candolleana,False
Astephanus cordifolius,astephanus cordifolius,Subarbusto trepador,lenosa,nativa,True,Philibertia candolleana,False
Mitostigma cordifolium,mitostigma cordifolium,Subarbusto trepador,lenosa,nativa,True,Philibertia candolleana,False
Aphanostelma candolleanum,aphanostelma candolleanum,Subarbusto trepador,lenosa,nativa,True,Philibertia candolleana,False
Melinia candolleana,melinia candolleana,Subarbusto trepador,lenosa,nativa,True,Philibertia candolleana,False
Blepharodon rahmeri,blepharodon rahmeri,Subarbusto trepador,lenosa,nativa,True,Philibertia solanoides,False
Philibertia rahmeri,philibertia rahmeri,Subarbusto trepador,lenosa,nativa,True,Philibertia solanoides,False
Scytalanthus acutus,scytalanthus acutus,Arbusto,lenosa,endemica,True,Skytanthus acutus,False
Neriandra angustifolia,neriandra angustifolia,Arbusto,lenosa,endemica,True,Skytanthus acutus,False
Tweedia hookeri,tweedia hookeri,Subarbusto trepador,lenosa,endemica,True,Tweedia andina,False
Oxypetalum andinum,oxypetalum andinum,Subarbusto trepador,lenosa,endemica,True,Tweedia andina,False
Oxypetalum hookeri,oxypetalum hookeri,Subarbusto trepador,lenosa,endemica,True,Tweedia andina,False
Tweedia confertiflora,tweedia confertiflora,Subarbusto trepador,lenosa,endemica,True,Tweedia birostrata,False
Tweedia obliquifolia,tweedia obliquifolia,Subarbusto trepador,lenosa,endemica,True,Tweedia birostrata,False
Cynanchum birostratum,cynanchum birostratum,Subarbusto trepador,lenosa,endemica,True,Tweedia birostrata,False
Gonolobus obliquifolius,gonolobus obliquifolius,Subarbusto trepador,lenosa,endemica,True,Tweedia birostrata,False
